instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
15687170,61278,NIFTYNXT5025SEP58500PE,NIFTYNXT50,0.0,2025-09-30,58500.0,0.05,25,PE,NFO-OPT,NFO
15682818,61261,NIFTYNXT5025SEP58000CE,NIFTYNXT50,0.0,2025-09-30,58000.0,0.05,25,CE,NFO-OPT,NFO
15684098,61266,NIFTYNXT5025SEP58000PE,NIFTYNXT50,0.0,2025-09-30,58000.0,0.05,25,PE,NFO-OPT,NFO
15679746,61249,NIFTYNXT5025SEP57500CE,NIFTYNXT50,0.0,2025-09-30,57500.0,0.05,25,CE,NFO-OPT,NFO
15680002,61250,NIFTYNXT5025SEP57500PE,NIFTYNXT50,0.0,2025-09-30,57500.0,0.05,25,PE,NFO-OPT,NFO
15673602,61225,NIFTYNXT5025SEP57000CE,NIFTYNXT50,0.0,2025-09-30,57000.0,0.05,25,CE,NFO-OPT,NFO
15673858,61226,NIFTYNXT5025SEP57000PE,NIFTYNXT50,0.0,2025-09-30,57000.0,0.05,25,PE,NFO-OPT,NFO
15670018,61211,NIFTYNXT5025SEP56500CE,NIFTYNXT50,0.0,2025-09-30,56500.0,0.05,25,CE,NFO-OPT,NFO
15670274,61212,NIFTYNXT5025SEP56500PE,NIFTYNXT50,0.0,2025-09-30,56500.0,0.05,25,PE,NFO-OPT,NFO
15665666,61194,NIFTYNXT5025SEP56000CE,NIFTYNXT50,0.0,2025-09-30,56000.0,0.05,25,CE,NFO-OPT,NFO
15667458,61201,NIFTYNXT5025SEP56000PE,NIFTYNXT50,0.0,2025-09-30,56000.0,0.05,25,PE,NFO-OPT,NFO
15665154,61192,NIFTYNXT5025SEP55500CE,NIFTYNXT50,0.0,2025-09-30,55500.0,0.05,25,CE,NFO-OPT,NFO
15665410,61193,NIFTYNXT5025SEP55500PE,NIFTYNXT50,0.0,2025-09-30,55500.0,0.05,25,PE,NFO-OPT,NFO
15225858,59476,NIFTYNXT5025OCT55500CE,NIFTYNXT50,0.0,2025-10-28,55500.0,0.05,25,CE,NFO-OPT,NFO
15227138,59481,NIFTYNXT5025OCT55500PE,NIFTYNXT50,0.0,2025-10-28,55500.0,0.05,25,PE,NFO-OPT,NFO
15230722,59495,NIFTYNXT5025OCT56000CE,NIFTYNXT50,0.0,2025-10-28,56000.0,0.05,25,CE,NFO-OPT,NFO
15230978,59496,NIFTYNXT5025OCT56000PE,NIFTYNXT50,0.0,2025-10-28,56000.0,0.05,25,PE,NFO-OPT,NFO
15237634,59522,NIFTYNXT5025OCT56500CE,NIFTYNXT50,0.0,2025-10-28,56500.0,0.05,25,CE,NFO-OPT,NFO
15237890,59523,NIFTYNXT5025OCT56500PE,NIFTYNXT50,0.0,2025-10-28,56500.0,0.05,25,PE,NFO-OPT,NFO
15247106,59559,NIFTYNXT5025OCT57000CE,NIFTYNXT50,0.0,2025-10-28,57000.0,0.05,25,CE,NFO-OPT,NFO
15247362,59560,NIFTYNXT5025OCT57000PE,NIFTYNXT50,0.0,2025-10-28,57000.0,0.05,25,PE,NFO-OPT,NFO
15251458,59576,NIFTYNXT5025OCT57500CE,NIFTYNXT50,0.0,2025-10-28,57500.0,0.05,25,CE,NFO-OPT,NFO
15251714,59577,NIFTYNXT5025OCT57500PE,NIFTYNXT50,0.0,2025-10-28,57500.0,0.05,25,PE,NFO-OPT,NFO
15254018,59586,NIFTYNXT5025OCT58000CE,NIFTYNXT50,0.0,2025-10-28,58000.0,0.05,25,CE,NFO-OPT,NFO
15254274,59587,NIFTYNXT5025OCT58000PE,NIFTYNXT50,0.0,2025-10-28,58000.0,0.05,25,PE,NFO-OPT,NFO
15257858,59601,NIFTYNXT5025OCT58500CE,NIFTYNXT50,0.0,2025-10-28,58500.0,0.05,25,CE,NFO-OPT,NFO
15258114,59602,NIFTYNXT5025OCT58500PE,NIFTYNXT50,0.0,2025-10-28,58500.0,0.05,25,PE,NFO-OPT,NFO
15267842,59640,NIFTYNXT5025OCT59000CE,NIFTYNXT50,0.0,2025-10-28,59000.0,0.05,25,CE,NFO-OPT,NFO
15269634,59647,NIFTYNXT5025OCT59000PE,NIFTYNXT50,0.0,2025-10-28,59000.0,0.05,25,PE,NFO-OPT,NFO
15277570,59678,NIFTYNXT5025OCT59500CE,NIFTYNXT50,0.0,2025-10-28,59500.0,0.05,25,CE,NFO-OPT,NFO
15278850,59683,NIFTYNXT5025OCT59500PE,NIFTYNXT50,0.0,2025-10-28,59500.0,0.05,25,PE,NFO-OPT,NFO
15290626,59729,NIFTYNXT5025OCT60000CE,NIFTYNXT50,0.0,2025-10-28,60000.0,0.05,25,CE,NFO-OPT,NFO
15290882,59730,NIFTYNXT5025OCT60000PE,NIFTYNXT50,0.0,2025-10-28,60000.0,0.05,25,PE,NFO-OPT,NFO
15298562,59760,NIFTYNXT5025OCT60500CE,NIFTYNXT50,0.0,2025-10-28,60500.0,0.05,25,CE,NFO-OPT,NFO
15298818,59761,NIFTYNXT5025OCT60500PE,NIFTYNXT50,0.0,2025-10-28,60500.0,0.05,25,PE,NFO-OPT,NFO
15301634,59772,NIFTYNXT5025OCT61000CE,NIFTYNXT50,0.0,2025-10-28,61000.0,0.05,25,CE,NFO-OPT,NFO
15301890,59773,NIFTYNXT5025OCT61000PE,NIFTYNXT50,0.0,2025-10-28,61000.0,0.05,25,PE,NFO-OPT,NFO
15314178,59821,NIFTYNXT5025OCT61500CE,NIFTYNXT50,0.0,2025-10-28,61500.0,0.05,25,CE,NFO-OPT,NFO
15314434,59822,NIFTYNXT5025OCT61500PE,NIFTYNXT50,0.0,2025-10-28,61500.0,0.05,25,PE,NFO-OPT,NFO
15316226,59829,NIFTYNXT5025OCT61600CE,NIFTYNXT50,0.0,2025-10-28,61600.0,0.05,25,CE,NFO-OPT,NFO
15316482,59830,NIFTYNXT5025OCT61600PE,NIFTYNXT50,0.0,2025-10-28,61600.0,0.05,25,PE,NFO-OPT,NFO
15317250,59833,NIFTYNXT5025OCT61700CE,NIFTYNXT50,0.0,2025-10-28,61700.0,0.05,25,CE,NFO-OPT,NFO
15317506,59834,NIFTYNXT5025OCT61700PE,NIFTYNXT50,0.0,2025-10-28,61700.0,0.05,25,PE,NFO-OPT,NFO
15317762,59835,NIFTYNXT5025OCT61800CE,NIFTYNXT50,0.0,2025-10-28,61800.0,0.05,25,CE,NFO-OPT,NFO
15318018,59836,NIFTYNXT5025OCT61800PE,NIFTYNXT50,0.0,2025-10-28,61800.0,0.05,25,PE,NFO-OPT,NFO
15318274,59837,NIFTYNXT5025OCT61900CE,NIFTYNXT50,0.0,2025-10-28,61900.0,0.05,25,CE,NFO-OPT,NFO
15318530,59838,NIFTYNXT5025OCT61900PE,NIFTYNXT50,0.0,2025-10-28,61900.0,0.05,25,PE,NFO-OPT,NFO
15318786,59839,NIFTYNXT5025OCT62000CE,NIFTYNXT50,0.0,2025-10-28,62000.0,0.05,25,CE,NFO-OPT,NFO
15319042,59840,NIFTYNXT5025OCT62000PE,NIFTYNXT50,0.0,2025-10-28,62000.0,0.05,25,PE,NFO-OPT,NFO
15319298,59841,NIFTYNXT5025OCT62100CE,NIFTYNXT50,0.0,2025-10-28,62100.0,0.05,25,CE,NFO-OPT,NFO
15319554,59842,NIFTYNXT5025OCT62100PE,NIFTYNXT50,0.0,2025-10-28,62100.0,0.05,25,PE,NFO-OPT,NFO
15319810,59843,NIFTYNXT5025OCT62200CE,NIFTYNXT50,0.0,2025-10-28,62200.0,0.05,25,CE,NFO-OPT,NFO
15320066,59844,NIFTYNXT5025OCT62200PE,NIFTYNXT50,0.0,2025-10-28,62200.0,0.05,25,PE,NFO-OPT,NFO
15320322,59845,NIFTYNXT5025OCT62300CE,NIFTYNXT50,0.0,2025-10-28,62300.0,0.05,25,CE,NFO-OPT,NFO
15320578,59846,NIFTYNXT5025OCT62300PE,NIFTYNXT50,0.0,2025-10-28,62300.0,0.05,25,PE,NFO-OPT,NFO
15320834,59847,NIFTYNXT5025OCT62400CE,NIFTYNXT50,0.0,2025-10-28,62400.0,0.05,25,CE,NFO-OPT,NFO
15321090,59848,NIFTYNXT5025OCT62400PE,NIFTYNXT50,0.0,2025-10-28,62400.0,0.05,25,PE,NFO-OPT,NFO
15321346,59849,NIFTYNXT5025OCT62500CE,NIFTYNXT50,0.0,2025-10-28,62500.0,0.05,25,CE,NFO-OPT,NFO
15321602,59850,NIFTYNXT5025OCT62500PE,NIFTYNXT50,0.0,2025-10-28,62500.0,0.05,25,PE,NFO-OPT,NFO
15321858,59851,NIFTYNXT5025OCT62600CE,NIFTYNXT50,0.0,2025-10-28,62600.0,0.05,25,CE,NFO-OPT,NFO
15322114,59852,NIFTYNXT5025OCT62600PE,NIFTYNXT50,0.0,2025-10-28,62600.0,0.05,25,PE,NFO-OPT,NFO
15322370,59853,NIFTYNXT5025OCT62700CE,NIFTYNXT50,0.0,2025-10-28,62700.0,0.05,25,CE,NFO-OPT,NFO
15322626,59854,NIFTYNXT5025OCT62700PE,NIFTYNXT50,0.0,2025-10-28,62700.0,0.05,25,PE,NFO-OPT,NFO
15322882,59855,NIFTYNXT5025OCT62800CE,NIFTYNXT50,0.0,2025-10-28,62800.0,0.05,25,CE,NFO-OPT,NFO
15323138,59856,NIFTYNXT5025OCT62800PE,NIFTYNXT50,0.0,2025-10-28,62800.0,0.05,25,PE,NFO-OPT,NFO
15323394,59857,NIFTYNXT5025OCT62900CE,NIFTYNXT50,0.0,2025-10-28,62900.0,0.05,25,CE,NFO-OPT,NFO
15323650,59858,NIFTYNXT5025OCT62900PE,NIFTYNXT50,0.0,2025-10-28,62900.0,0.05,25,PE,NFO-OPT,NFO
15323906,59859,NIFTYNXT5025OCT63000CE,NIFTYNXT50,0.0,2025-10-28,63000.0,0.05,25,CE,NFO-OPT,NFO
15324162,59860,NIFTYNXT5025OCT63000PE,NIFTYNXT50,0.0,2025-10-28,63000.0,0.05,25,PE,NFO-OPT,NFO
15324418,59861,NIFTYNXT5025OCT63100CE,NIFTYNXT50,0.0,2025-10-28,63100.0,0.05,25,CE,NFO-OPT,NFO
15324674,59862,NIFTYNXT5025OCT63100PE,NIFTYNXT50,0.0,2025-10-28,63100.0,0.05,25,PE,NFO-OPT,NFO
15325442,59865,NIFTYNXT5025OCT63200CE,NIFTYNXT50,0.0,2025-10-28,63200.0,0.05,25,CE,NFO-OPT,NFO
15325698,59866,NIFTYNXT5025OCT63200PE,NIFTYNXT50,0.0,2025-10-28,63200.0,0.05,25,PE,NFO-OPT,NFO
15325954,59867,NIFTYNXT5025OCT63300CE,NIFTYNXT50,0.0,2025-10-28,63300.0,0.05,25,CE,NFO-OPT,NFO
15326210,59868,NIFTYNXT5025OCT63300PE,NIFTYNXT50,0.0,2025-10-28,63300.0,0.05,25,PE,NFO-OPT,NFO
15326466,59869,NIFTYNXT5025OCT63400CE,NIFTYNXT50,0.0,2025-10-28,63400.0,0.05,25,CE,NFO-OPT,NFO
15326722,59870,NIFTYNXT5025OCT63400PE,NIFTYNXT50,0.0,2025-10-28,63400.0,0.05,25,PE,NFO-OPT,NFO
15326978,59871,NIFTYNXT5025OCT63500CE,NIFTYNXT50,0.0,2025-10-28,63500.0,0.05,25,CE,NFO-OPT,NFO
15327234,59872,NIFTYNXT5025OCT63500PE,NIFTYNXT50,0.0,2025-10-28,63500.0,0.05,25,PE,NFO-OPT,NFO
15327490,59873,NIFTYNXT5025OCT63600CE,NIFTYNXT50,0.0,2025-10-28,63600.0,0.05,25,CE,NFO-OPT,NFO
15328258,59876,NIFTYNXT5025OCT63600PE,NIFTYNXT50,0.0,2025-10-28,63600.0,0.05,25,PE,NFO-OPT,NFO
15328514,59877,NIFTYNXT5025OCT63700CE,NIFTYNXT50,0.0,2025-10-28,63700.0,0.05,25,CE,NFO-OPT,NFO
15328770,59878,NIFTYNXT5025OCT63700PE,NIFTYNXT50,0.0,2025-10-28,63700.0,0.05,25,PE,NFO-OPT,NFO
15329026,59879,NIFTYNXT5025OCT63800CE,NIFTYNXT50,0.0,2025-10-28,63800.0,0.05,25,CE,NFO-OPT,NFO
15330050,59883,NIFTYNXT5025OCT63800PE,NIFTYNXT50,0.0,2025-10-28,63800.0,0.05,25,PE,NFO-OPT,NFO
15330306,59884,NIFTYNXT5025OCT63900CE,NIFTYNXT50,0.0,2025-10-28,63900.0,0.05,25,CE,NFO-OPT,NFO
15330562,59885,NIFTYNXT5025OCT63900PE,NIFTYNXT50,0.0,2025-10-28,63900.0,0.05,25,PE,NFO-OPT,NFO
15330818,59886,NIFTYNXT5025OCT64000CE,NIFTYNXT50,0.0,2025-10-28,64000.0,0.05,25,CE,NFO-OPT,NFO
15331074,59887,NIFTYNXT5025OCT64000PE,NIFTYNXT50,0.0,2025-10-28,64000.0,0.05,25,PE,NFO-OPT,NFO
15331330,59888,NIFTYNXT5025OCT64100CE,NIFTYNXT50,0.0,2025-10-28,64100.0,0.05,25,CE,NFO-OPT,NFO
15333122,59895,NIFTYNXT5025OCT64100PE,NIFTYNXT50,0.0,2025-10-28,64100.0,0.05,25,PE,NFO-OPT,NFO
15333378,59896,NIFTYNXT5025OCT64200CE,NIFTYNXT50,0.0,2025-10-28,64200.0,0.05,25,CE,NFO-OPT,NFO
15333634,59897,NIFTYNXT5025OCT64200PE,NIFTYNXT50,0.0,2025-10-28,64200.0,0.05,25,PE,NFO-OPT,NFO
15333890,59898,NIFTYNXT5025OCT64300CE,NIFTYNXT50,0.0,2025-10-28,64300.0,0.05,25,CE,NFO-OPT,NFO
15334402,59900,NIFTYNXT5025OCT64300PE,NIFTYNXT50,0.0,2025-10-28,64300.0,0.05,25,PE,NFO-OPT,NFO
15334658,59901,NIFTYNXT5025OCT64400CE,NIFTYNXT50,0.0,2025-10-28,64400.0,0.05,25,CE,NFO-OPT,NFO
15334914,59902,NIFTYNXT5025OCT64400PE,NIFTYNXT50,0.0,2025-10-28,64400.0,0.05,25,PE,NFO-OPT,NFO
15335682,59905,NIFTYNXT5025OCT64500CE,NIFTYNXT50,0.0,2025-10-28,64500.0,0.05,25,CE,NFO-OPT,NFO
15335938,59906,NIFTYNXT5025OCT64500PE,NIFTYNXT50,0.0,2025-10-28,64500.0,0.05,25,PE,NFO-OPT,NFO
15336194,59907,NIFTYNXT5025OCT64600CE,NIFTYNXT50,0.0,2025-10-28,64600.0,0.05,25,CE,NFO-OPT,NFO
15336450,59908,NIFTYNXT5025OCT64600PE,NIFTYNXT50,0.0,2025-10-28,64600.0,0.05,25,PE,NFO-OPT,NFO
15336706,59909,NIFTYNXT5025OCT64700CE,NIFTYNXT50,0.0,2025-10-28,64700.0,0.05,25,CE,NFO-OPT,NFO
15336962,59910,NIFTYNXT5025OCT64700PE,NIFTYNXT50,0.0,2025-10-28,64700.0,0.05,25,PE,NFO-OPT,NFO
15337218,59911,NIFTYNXT5025OCT64800CE,NIFTYNXT50,0.0,2025-10-28,64800.0,0.05,25,CE,NFO-OPT,NFO
15337474,59912,NIFTYNXT5025OCT64800PE,NIFTYNXT50,0.0,2025-10-28,64800.0,0.05,25,PE,NFO-OPT,NFO
15337730,59913,NIFTYNXT5025OCT64900CE,NIFTYNXT50,0.0,2025-10-28,64900.0,0.05,25,CE,NFO-OPT,NFO
15337986,59914,NIFTYNXT5025OCT64900PE,NIFTYNXT50,0.0,2025-10-28,64900.0,0.05,25,PE,NFO-OPT,NFO
15338242,59915,NIFTYNXT5025OCT65000CE,NIFTYNXT50,0.0,2025-10-28,65000.0,0.05,25,CE,NFO-OPT,NFO
15338498,59916,NIFTYNXT5025OCT65000PE,NIFTYNXT50,0.0,2025-10-28,65000.0,0.05,25,PE,NFO-OPT,NFO
15338754,59917,NIFTYNXT5025OCT65100CE,NIFTYNXT50,0.0,2025-10-28,65100.0,0.05,25,CE,NFO-OPT,NFO
15339010,59918,NIFTYNXT5025OCT65100PE,NIFTYNXT50,0.0,2025-10-28,65100.0,0.05,25,PE,NFO-OPT,NFO
15339266,59919,NIFTYNXT5025OCT65200CE,NIFTYNXT50,0.0,2025-10-28,65200.0,0.05,25,CE,NFO-OPT,NFO
15339522,59920,NIFTYNXT5025OCT65200PE,NIFTYNXT50,0.0,2025-10-28,65200.0,0.05,25,PE,NFO-OPT,NFO
15339778,59921,NIFTYNXT5025OCT65300CE,NIFTYNXT50,0.0,2025-10-28,65300.0,0.05,25,CE,NFO-OPT,NFO
15340034,59922,NIFTYNXT5025OCT65300PE,NIFTYNXT50,0.0,2025-10-28,65300.0,0.05,25,PE,NFO-OPT,NFO
15340290,59923,NIFTYNXT5025OCT65400CE,NIFTYNXT50,0.0,2025-10-28,65400.0,0.05,25,CE,NFO-OPT,NFO
15340546,59924,NIFTYNXT5025OCT65400PE,NIFTYNXT50,0.0,2025-10-28,65400.0,0.05,25,PE,NFO-OPT,NFO
15340802,59925,NIFTYNXT5025OCT65500CE,NIFTYNXT50,0.0,2025-10-28,65500.0,0.05,25,CE,NFO-OPT,NFO
15341058,59926,NIFTYNXT5025OCT65500PE,NIFTYNXT50,0.0,2025-10-28,65500.0,0.05,25,PE,NFO-OPT,NFO
15341314,59927,NIFTYNXT5025OCT65600CE,NIFTYNXT50,0.0,2025-10-28,65600.0,0.05,25,CE,NFO-OPT,NFO
15341570,59928,NIFTYNXT5025OCT65600PE,NIFTYNXT50,0.0,2025-10-28,65600.0,0.05,25,PE,NFO-OPT,NFO
15341826,59929,NIFTYNXT5025OCT65700CE,NIFTYNXT50,0.0,2025-10-28,65700.0,0.05,25,CE,NFO-OPT,NFO
15342082,59930,NIFTYNXT5025OCT65700PE,NIFTYNXT50,0.0,2025-10-28,65700.0,0.05,25,PE,NFO-OPT,NFO
15342850,59933,NIFTYNXT5025OCT65800CE,NIFTYNXT50,0.0,2025-10-28,65800.0,0.05,25,CE,NFO-OPT,NFO
15343106,59934,NIFTYNXT5025OCT65800PE,NIFTYNXT50,0.0,2025-10-28,65800.0,0.05,25,PE,NFO-OPT,NFO
15343362,59935,NIFTYNXT5025OCT65900CE,NIFTYNXT50,0.0,2025-10-28,65900.0,0.05,25,CE,NFO-OPT,NFO
15343618,59936,NIFTYNXT5025OCT65900PE,NIFTYNXT50,0.0,2025-10-28,65900.0,0.05,25,PE,NFO-OPT,NFO
15343874,59937,NIFTYNXT5025OCT66000CE,NIFTYNXT50,0.0,2025-10-28,66000.0,0.05,25,CE,NFO-OPT,NFO
15344130,59938,NIFTYNXT5025OCT66000PE,NIFTYNXT50,0.0,2025-10-28,66000.0,0.05,25,PE,NFO-OPT,NFO
15344386,59939,NIFTYNXT5025OCT66100CE,NIFTYNXT50,0.0,2025-10-28,66100.0,0.05,25,CE,NFO-OPT,NFO
15344642,59940,NIFTYNXT5025OCT66100PE,NIFTYNXT50,0.0,2025-10-28,66100.0,0.05,25,PE,NFO-OPT,NFO
15344898,59941,NIFTYNXT5025OCT66200CE,NIFTYNXT50,0.0,2025-10-28,66200.0,0.05,25,CE,NFO-OPT,NFO
15345154,59942,NIFTYNXT5025OCT66200PE,NIFTYNXT50,0.0,2025-10-28,66200.0,0.05,25,PE,NFO-OPT,NFO
15345410,59943,NIFTYNXT5025OCT66300CE,NIFTYNXT50,0.0,2025-10-28,66300.0,0.05,25,CE,NFO-OPT,NFO
15345666,59944,NIFTYNXT5025OCT66300PE,NIFTYNXT50,0.0,2025-10-28,66300.0,0.05,25,PE,NFO-OPT,NFO
15345922,59945,NIFTYNXT5025OCT66400CE,NIFTYNXT50,0.0,2025-10-28,66400.0,0.05,25,CE,NFO-OPT,NFO
15346178,59946,NIFTYNXT5025OCT66400PE,NIFTYNXT50,0.0,2025-10-28,66400.0,0.05,25,PE,NFO-OPT,NFO
15346434,59947,NIFTYNXT5025OCT66500CE,NIFTYNXT50,0.0,2025-10-28,66500.0,0.05,25,CE,NFO-OPT,NFO
15346690,59948,NIFTYNXT5025OCT66500PE,NIFTYNXT50,0.0,2025-10-28,66500.0,0.05,25,PE,NFO-OPT,NFO
15347458,59951,NIFTYNXT5025OCT66600CE,NIFTYNXT50,0.0,2025-10-28,66600.0,0.05,25,CE,NFO-OPT,NFO
15347714,59952,NIFTYNXT5025OCT66600PE,NIFTYNXT50,0.0,2025-10-28,66600.0,0.05,25,PE,NFO-OPT,NFO
15347970,59953,NIFTYNXT5025OCT66700CE,NIFTYNXT50,0.0,2025-10-28,66700.0,0.05,25,CE,NFO-OPT,NFO
15348482,59955,NIFTYNXT5025OCT66700PE,NIFTYNXT50,0.0,2025-10-28,66700.0,0.05,25,PE,NFO-OPT,NFO
15348738,59956,NIFTYNXT5025OCT66800CE,NIFTYNXT50,0.0,2025-10-28,66800.0,0.05,25,CE,NFO-OPT,NFO
15348994,59957,NIFTYNXT5025OCT66800PE,NIFTYNXT50,0.0,2025-10-28,66800.0,0.05,25,PE,NFO-OPT,NFO
15349250,59958,NIFTYNXT5025OCT66900CE,NIFTYNXT50,0.0,2025-10-28,66900.0,0.05,25,CE,NFO-OPT,NFO
15351298,59966,NIFTYNXT5025OCT66900PE,NIFTYNXT50,0.0,2025-10-28,66900.0,0.05,25,PE,NFO-OPT,NFO
15351554,59967,NIFTYNXT5025OCT67000CE,NIFTYNXT50,0.0,2025-10-28,67000.0,0.05,25,CE,NFO-OPT,NFO
15351810,59968,NIFTYNXT5025OCT67000PE,NIFTYNXT50,0.0,2025-10-28,67000.0,0.05,25,PE,NFO-OPT,NFO
15352066,59969,NIFTYNXT5025OCT67100CE,NIFTYNXT50,0.0,2025-10-28,67100.0,0.05,25,CE,NFO-OPT,NFO
15352322,59970,NIFTYNXT5025OCT67100PE,NIFTYNXT50,0.0,2025-10-28,67100.0,0.05,25,PE,NFO-OPT,NFO
15352578,59971,NIFTYNXT5025OCT67200CE,NIFTYNXT50,0.0,2025-10-28,67200.0,0.05,25,CE,NFO-OPT,NFO
15352834,59972,NIFTYNXT5025OCT67200PE,NIFTYNXT50,0.0,2025-10-28,67200.0,0.05,25,PE,NFO-OPT,NFO
15353090,59973,NIFTYNXT5025OCT67300CE,NIFTYNXT50,0.0,2025-10-28,67300.0,0.05,25,CE,NFO-OPT,NFO
15353346,59974,NIFTYNXT5025OCT67300PE,NIFTYNXT50,0.0,2025-10-28,67300.0,0.05,25,PE,NFO-OPT,NFO
15353602,59975,NIFTYNXT5025OCT67400CE,NIFTYNXT50,0.0,2025-10-28,67400.0,0.05,25,CE,NFO-OPT,NFO
15354114,59977,NIFTYNXT5025OCT67400PE,NIFTYNXT50,0.0,2025-10-28,67400.0,0.05,25,PE,NFO-OPT,NFO
15354370,59978,NIFTYNXT5025OCT67500CE,NIFTYNXT50,0.0,2025-10-28,67500.0,0.05,25,CE,NFO-OPT,NFO
15354626,59979,NIFTYNXT5025OCT67500PE,NIFTYNXT50,0.0,2025-10-28,67500.0,0.05,25,PE,NFO-OPT,NFO
15354882,59980,NIFTYNXT5025OCT67600CE,NIFTYNXT50,0.0,2025-10-28,67600.0,0.05,25,CE,NFO-OPT,NFO
15355138,59981,NIFTYNXT5025OCT67600PE,NIFTYNXT50,0.0,2025-10-28,67600.0,0.05,25,PE,NFO-OPT,NFO
15355394,59982,NIFTYNXT5025OCT67700CE,NIFTYNXT50,0.0,2025-10-28,67700.0,0.05,25,CE,NFO-OPT,NFO
15355650,59983,NIFTYNXT5025OCT67700PE,NIFTYNXT50,0.0,2025-10-28,67700.0,0.05,25,PE,NFO-OPT,NFO
15355906,59984,NIFTYNXT5025OCT67800CE,NIFTYNXT50,0.0,2025-10-28,67800.0,0.05,25,CE,NFO-OPT,NFO
15356162,59985,NIFTYNXT5025OCT67800PE,NIFTYNXT50,0.0,2025-10-28,67800.0,0.05,25,PE,NFO-OPT,NFO
15356418,59986,NIFTYNXT5025OCT67900CE,NIFTYNXT50,0.0,2025-10-28,67900.0,0.05,25,CE,NFO-OPT,NFO
15357186,59989,NIFTYNXT5025OCT67900PE,NIFTYNXT50,0.0,2025-10-28,67900.0,0.05,25,PE,NFO-OPT,NFO
15357442,59990,NIFTYNXT5025OCT68000CE,NIFTYNXT50,0.0,2025-10-28,68000.0,0.05,25,CE,NFO-OPT,NFO
15358466,59994,NIFTYNXT5025OCT68000PE,NIFTYNXT50,0.0,2025-10-28,68000.0,0.05,25,PE,NFO-OPT,NFO
15359746,59999,NIFTYNXT5025OCT68100CE,NIFTYNXT50,0.0,2025-10-28,68100.0,0.05,25,CE,NFO-OPT,NFO
15360002,60000,NIFTYNXT5025OCT68100PE,NIFTYNXT50,0.0,2025-10-28,68100.0,0.05,25,PE,NFO-OPT,NFO
15360770,60003,NIFTYNXT5025OCT68200CE,NIFTYNXT50,0.0,2025-10-28,68200.0,0.05,25,CE,NFO-OPT,NFO
15361282,60005,NIFTYNXT5025OCT68200PE,NIFTYNXT50,0.0,2025-10-28,68200.0,0.05,25,PE,NFO-OPT,NFO
15361794,60007,NIFTYNXT5025OCT68300CE,NIFTYNXT50,0.0,2025-10-28,68300.0,0.05,25,CE,NFO-OPT,NFO
15364610,60018,NIFTYNXT5025OCT68300PE,NIFTYNXT50,0.0,2025-10-28,68300.0,0.05,25,PE,NFO-OPT,NFO
15364866,60019,NIFTYNXT5025OCT68400CE,NIFTYNXT50,0.0,2025-10-28,68400.0,0.05,25,CE,NFO-OPT,NFO
15365122,60020,NIFTYNXT5025OCT68400PE,NIFTYNXT50,0.0,2025-10-28,68400.0,0.05,25,PE,NFO-OPT,NFO
15365378,60021,NIFTYNXT5025OCT68500CE,NIFTYNXT50,0.0,2025-10-28,68500.0,0.05,25,CE,NFO-OPT,NFO
15365890,60023,NIFTYNXT5025OCT68500PE,NIFTYNXT50,0.0,2025-10-28,68500.0,0.05,25,PE,NFO-OPT,NFO
15366146,60024,NIFTYNXT5025OCT68600CE,NIFTYNXT50,0.0,2025-10-28,68600.0,0.05,25,CE,NFO-OPT,NFO
15366402,60025,NIFTYNXT5025OCT68600PE,NIFTYNXT50,0.0,2025-10-28,68600.0,0.05,25,PE,NFO-OPT,NFO
15366658,60026,NIFTYNXT5025OCT68700CE,NIFTYNXT50,0.0,2025-10-28,68700.0,0.05,25,CE,NFO-OPT,NFO
15366914,60027,NIFTYNXT5025OCT68700PE,NIFTYNXT50,0.0,2025-10-28,68700.0,0.05,25,PE,NFO-OPT,NFO
15367170,60028,NIFTYNXT5025OCT68800CE,NIFTYNXT50,0.0,2025-10-28,68800.0,0.05,25,CE,NFO-OPT,NFO
15367426,60029,NIFTYNXT5025OCT68800PE,NIFTYNXT50,0.0,2025-10-28,68800.0,0.05,25,PE,NFO-OPT,NFO
15367682,60030,NIFTYNXT5025OCT68900CE,NIFTYNXT50,0.0,2025-10-28,68900.0,0.05,25,CE,NFO-OPT,NFO
15367938,60031,NIFTYNXT5025OCT68900PE,NIFTYNXT50,0.0,2025-10-28,68900.0,0.05,25,PE,NFO-OPT,NFO
15368194,60032,NIFTYNXT5025OCT69000CE,NIFTYNXT50,0.0,2025-10-28,69000.0,0.05,25,CE,NFO-OPT,NFO
15368450,60033,NIFTYNXT5025OCT69000PE,NIFTYNXT50,0.0,2025-10-28,69000.0,0.05,25,PE,NFO-OPT,NFO
15368706,60034,NIFTYNXT5025OCT69100CE,NIFTYNXT50,0.0,2025-10-28,69100.0,0.05,25,CE,NFO-OPT,NFO
15369986,60039,NIFTYNXT5025OCT69100PE,NIFTYNXT50,0.0,2025-10-28,69100.0,0.05,25,PE,NFO-OPT,NFO
15370242,60040,NIFTYNXT5025OCT69200CE,NIFTYNXT50,0.0,2025-10-28,69200.0,0.05,25,CE,NFO-OPT,NFO
15370498,60041,NIFTYNXT5025OCT69200PE,NIFTYNXT50,0.0,2025-10-28,69200.0,0.05,25,PE,NFO-OPT,NFO
